Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
801,17,8,57,8,16,911.27,12.1928,164.932,74.1932,148.475,222.765,67.6334,1.667,383.468,173.478,5,3,1,0,3.41,1.86,10.52,6.77,61
802,1,4,68,6,13,1157.83,8.9061,155.955,71.5567,144.4,217.252,67.7744,3.4466,338.405,236.565,6,3,1,0,7.501,4.7492,18.5119,13.0051,60.9166
803,6,2,66,1,17,805.4,8.7898,167.213,70.4098,148.048,225.694,68.2287,4.6093,360.35,293.576,3,2,2,0,8.2768,4.1597,24.8517,16.4685,60.7211
804,22,10,56,9,26,1045.66,13.2414,156.512,76.3035,147.382,218.468,68.8577,2.2413,390.534,87.3028,5,2,1,0,7.5085,4.2093,22.8522,14.1418,60.1231
805,5,5,58,17,22,765.11,13.4764,173.778,69.6864,147.146,224.615,59.7159,0.1845,492.912,343.138,1,3,1,0,9.411,5.6849,24.7818,15.9013,60.0277
806,2,8,67,7,26,911.232,9.9048,163.381,73.1624,148.096,223.039,68.2986,2.3586,311.978,29.2822,4,2,1,0,7.8398,3.771,24.6926,16.0722,60.0096
807,3,4,65,13,25,811.852,8.8177,166.912,68.4054,146.818,225.239,67.2498,0.7136,348.293,281.699,4,3,3,0,12.05,6.08,34.6,23.57,60
808,12,8,56,7,26,892.783,11.9124,164.241,79.9576,154.376,228.801,73.9019,2.0072,302.8,228.602,4,3,3,0,12.05,6.08,34.6,23.57,60
809,2,3,64,11,16,701.225,11.259,166.502,70.8511,147.532,224.22,66.8296,2.6028,390.703,219.646,4,3,3,0,12.05,6.08,34.6,23.57,60
810,19,6,55,8,19,829.095,10.2213,165.05,75.0986,150.785,226.479,70.6544,0.9676,311.117,176.238,4,3,3,0,12.05,6.08,34.6,23.57,60
811,17,4,50,9,13,810.783,9.7594,168.664,73.3648,150.543,227.73,69.7456,0.7515,308.467,143.232,4,3,3,0,12.05,6.08,34.6,23.57,60
812,1,5,69,15,15,723.429,11.3038,175.73,70.2196,149.489,228.765,65.0812,1.6341,403.746,43.1706,4,3,3,0,12.05,6.08,34.6,23.57,60
813,15,5,57,3,18,789.588,9.4706,170.09,72.5427,150.328,228.116,69.3263,2.5137,317.763,36.3098,4,3,3,0,12.05,6.08,34.6,23.57,60
814,2,6,65,19,18,734.925,12.486,173.985,73.0569,150.659,228.269,67.8442,0.1904,384.418,16.5963,4,3,3,0,12.05,6.08,34.6,23.57,60
815,0,7,68,21,26,1061.14,11.4913,155.275,62.0877,135.839,209.598,58.4405,0.3567,401.025,192.035,3,3,4,0,10.73,5.38,27.39,19.29,60
816,6,2,68,3,18,759.488,11.4323,174.843,71.5279,150.177,228.832,66.2633,0.8219,388.918,167.781,3,3,4,0,10.73,5.38,27.39,19.29,60
817,5,10,64,11,30,1079.73,14.7547,151.322,76.4944,144.142,211.796,64.7184,0.4046,349.241,68.9286,3,3,4,0,10.73,5.38,27.39,19.29,60
818,3,5,61,7,28,1078.49,9.7743,156.397,68.9716,142.785,216.605,65.7831,0.5053,326.908,68.1663,3,3,4,0,10.73,5.38,27.39,19.29,60
819,7,4,75,4,14,1036.33,9.1472,157.548,66.7873,141.815,216.849,65.0623,0,332.31,-1,3,3,4,0,10.73,5.38,27.39,19.29,60
820,2,3,60,4,14,710.714,9.9556,165.482,70.4575,147.194,223.938,67.0612,0.4001,368.915,100.84,4,3,4,0,11,5.5,23.6,17.6,60
821,10,8,58,13,22,694.716,9.2951,164.837,69.5804,146.675,223.776,67.0771,0.0638,357.977,93.8269,4,3,4,0,11,5.5,23.6,17.6,60
822,2,4,67,14,11,831.611,8.9314,166.286,68.6195,146.791,224.971,67.333,0.199,347.581,19.125,4,3,4,0,11,5.5,23.6,17.6,60
823,4,10,27,34,9,861.849,13.2294,150.223,52.0978,126.58,201.068,46.7687,0,463.479,-1,2,3,4,0,10.3038,5.1999,20.5846,17.3413,59.8034
824,6,4,68,13,16,805.191,9.8345,167.526,73.1928,150.151,227.111,69.723,1.6052,320.174,22.9258,1,-1,1,0,8.7649,4.6196,26.0547,17.1523,59.0795
825,9,6,55,16,19,750.998,15.717,172.049,73.909,148.706,223.509,59.1765,0.4347,499.477,200.374,1,3,1,0,9.3829,5.6595,24.8299,15.9301,58.0202
826,8,8,57,22,29,751.14,8.4331,157.432,68.3694,144.424,220.485,67.3032,2.1898,437.438,254.247,4,2,1,0,8.646,4.9365,24.9246,16.555,57.3153
827,2,1,80,0,9,821.56,10.2258,164.987,74.7789,150.558,226.343,70.5978,2.0421,340.918,14.3652,2,0,1,0,8.4426,4.4717,25.0878,16.4698,55.7932
828,12,5,76,1,7,985.712,10.9616,155.162,62.7965,137.142,211.493,60.0314,4.2243,449.926,242.884,5,3,1,0,7.2512,4.0034,21.4736,13.6898,53.8571
829,43,7,47,1,20,838.476,8.0739,165.287,68.1189,146.2,224.287,67.4653,3.251,350.207,244.177,3,2,3,0,10.009,5.2049,29.2255,19.6173,53.6374
830,9,2,64,2,12,876.777,10.8325,143.977,53.5985,126.996,200.399,55.5363,3.2471,338.835,222.852,0,1,1,0,4.3165,2.236,12.4827,8.3996,53.2751
831,0,2,71,7,6,755.456,10.4785,146.524,46.1685,122.882,199.601,47.8535,0.0432,478.812,137.825,1,3,4,0,8.04,4.03,25.98,17.01,53
832,3,4,60,17,20,856.711,7.1188,131.889,44.144,119.821,195.504,55.0621,3.4866,451.416,20.3003,0,3,3,0,10.1751,5.1872,29.7269,20.1684,52.2798
833,8,7,59,9,20,857.104,10.5313,165.371,75.5173,151.171,226.834,70.9642,1.3577,300.35,53.0784,4,3,3,0,11.8041,5.9832,33.9623,23.0905,51.8554
834,4,4,69,4,11,694.197,11.4943,168.213,71.141,148.008,224.882,66.8392,2.0473,423.466,254.746,5,2,1,0,7.3387,4.1522,21.9773,13.7895,51.0776
835,5,5,62,11,28,833.438,8.1165,165.141,68.3887,146.275,224.171,67.506,1.6888,337.313,292.773,4,2,1,0,8.048,3.8679,24.9552,16.3543,50.5733
836,4,4,66,11,22,906.413,8.3567,153.694,46.9001,124.565,202.237,52.707,4.0245,422.703,107.51,0,2,2,0,10.5911,5.3724,31.5039,21.0807,49.3138
837,3,3,70,12,21,724.232,10.3048,165.109,69.4626,146.532,223.611,66.7203,0.8908,406.825,272.313,4,2,1,0,8.0072,4.5644,23.2649,15.2352,48.0837
838,23,8,52,2,20,750.686,12.577,148.879,49.775,125.378,200.987,45.9384,1.9204,476.902,286.733,1,3,3,0,11,5.5,26.16,20.3,46
839,9,7,57,7,19,979.806,11.9413,154.563,60.8851,134.924,208.97,56.5645,0.0029,417.134,86.4714,3,3,3,0,10.8,5.5,27,19.3,46
840,6,4,71,4,10,971.159,12.0907,155.345,60.4975,134.785,209.079,55.8796,0,420.798,-1,3,3,3,0,10.8,5.5,27,19.3,46
841,3,4,69,7,21,847.627,9.649,159.697,58.9999,136.702,214.413,58.8576,0.3356,455.844,103.076,1,2,4,0,9.5,4.75,28.5,19,46
842,4,2,73,0,16,833.133,11.2493,157.59,66.9487,141.285,215.628,62.4971,0.1537,441.558,65.8954,1,2,4,0,9.5,4.75,28.5,19,46
843,3,1,71,0,12,769.491,10.4536,148.623,44.9594,123.384,201.812,46.9928,0.1639,528.345,98.6156,1,3,4,0,10.4,5.5,27.4,18.9,46
844,13,3,60,2,20,726.818,10.5156,148.069,44.7668,123.148,201.534,46.5868,0.3066,536.195,19.6307,1,3,4,0,10.4,5.5,27.4,18.9,46
845,3,3,73,16,26,719.553,10.0363,155.017,44.8695,124.685,204.506,47.45,0.94,524.009,17.2169,1,3,4,0,10.4,5.5,27.4,18.9,46
846,5,6,68,12,18,924.621,14.0285,157.603,60.1651,134.163,208.17,51.0228,0.2719,444.764,186.096,3,3,4,0,10.4,5.5,26.36,18.9,46
847,3,6,71,12,19,998.833,12.1006,155.034,60.715,134.815,208.923,56.1025,0.0163,419.878,11.0257,3,3,3,0,10.3,5.5,23.06,18.56,46
848,14,1,63,1,15,778.788,12.6687,148.624,52.6606,126.812,200.967,48.2675,1.1815,461.572,64.8107,1,3,4,0,10,5.5,24.36,18.5,46
849,2,1,65,1,18,739.896,10.8764,163.156,62.5315,139.552,216.579,58.0095,0.1681,511.533,317.642,3,3,4,0,9.84,5.25,16.2,14.7,46
850,13,4,55,12,22,886.528,6.9097,137.194,43.6494,120.455,197.268,54.542,3.2145,441.355,289.809,2,3,3,0,10.6887,5.4431,31.4055,21.1966,45.9032
851,5,5,56,9,22,855.949,10.7353,165.085,75.9051,151.465,227.03,71.3756,1.3455,302.454,317.476,2,0,1,0,8.5911,4.5082,25.8042,16.832,45.8366
852,7,2,75,2,8,767.405,10.2891,163.579,46.4208,126.915,207.414,46.8504,4.5716,469.188,258.832,4,2,4,9.7402,9.3672,4.9836,24.8457,17.4089,45.3644
853,3,3,65,8,17,1068.85,11.3122,155.939,74.1189,146.605,219.101,68.7629,4.0676,371.014,13.3902,4,2,2,0,8.1886,4.5603,23.0427,15.4222,45.1906
854,15,5,48,11,15,811.071,12.6712,148.453,49.8063,124.942,200.085,46.0318,0.4103,473.99,56.0721,3,3,2,0,7.5267,3.776,21.3852,14.6174,42.8143
855,7,6,56,10,21,709.058,12.1176,172.719,71.5312,149.166,226.808,65.3265,0.2999,433.932,77.0322,2,3,1,0,9.3763,5.4858,26.4332,17.3799,42.4858
856,9,5,54,12,9,804.012,9.9755,148.89,54.0474,128.744,203.446,57.0287,4.7533,325.726,28.6275,3,1,2,0,3.9155,2.0875,14.7028,9.3091,41.6286
857,17,11,49,6,23,947.674,8.6044,141.784,45.8262,121.722,197.627,51.048,0.4461,444.512,31.2854,4,3,2,0,10.1458,5.1779,27.0689,19.0191,41.0212
858,1,1,72,4,12,740.036,11.4484,176.977,70.7361,150.17,229.61,65.4251,1.2188,405.528,153.03,4,2,1,0,7.3338,4.1591,21.3641,13.7991,39.0371
859,5,4,74,1,13,871.024,10.2722,161.131,71.462,146.281,221.106,67.5223,3.8203,386.325,305.144,4,2,1,0,7.4,4.228,20.6141,13.7269,38.4529
860,0,0,73,1,12,692.77,11.2632,161.732,58.9657,136.467,213.976,55.2863,0.2016,492.73,164.095,1,2,4,0,9.32,4.75,27.49,18.43,38
861,20,7,47,12,18,800.283,12.0955,145.978,49.5985,124.749,199.905,47.1586,0.8364,489.542,57.4982,1,3,4,0,9.37,4.76,26.33,17.86,38
862,1,0,64,2,12,799.18,12.1347,146.057,49.6886,124.807,199.931,47.1487,0.4452,489.386,2.4793,1,3,4,0,9.37,4.76,26.33,17.86,38
863,0,3,65,12,14,657.829,11.3224,165.698,60.2164,138.47,216.73,56.111,0.4602,506.101,176.931,1,2,4,0,8.4,4.22,25.63,17.04,38
864,19,5,47,11,22,860.925,11.358,157.628,58.4981,134.651,210.809,54.9675,0,468.068,167.013,1,2,4,0,8.4,4.22,25.63,17.04,38
865,1,0,70,4,12,766.718,11.0945,160.323,58.5143,135.643,212.779,55.3009,0.1018,486.972,136.326,1,2,4,0,8.4,4.22,25.63,17.04,38
866,0,4,66,11,14,811.629,9.7698,167.597,73.2798,150.233,227.193,69.7359,2.6415,327.496,139.213,5,2,1,0,7.2875,3.9298,21.6226,14.0385,37.9683
867,2,5,66,10,24,748.425,9.1338,163.426,68.9404,146.165,223.396,67.2365,2.7316,420.594,59.0411,4,2,1,0,7.2139,4.1142,21.0436,13.5289,37.5058
868,9,4,58,8,19,1059.69,8.6071,157.097,69.3365,144.42,219.511,67.7892,3.8374,373.828,215.28,4,2,1,0,7.3957,4.2921,20.3345,13.58,36.8403
869,15,5,61,7,13,796.049,12.5008,147.962,49.869,124.869,199.875,46.5133,0.3131,475.556,139.679,-1,2,4,0,7.9942,4.2752,21.0125,14.6965,36.6203
870,5,7,54,16,24,757.752,8.6348,156.489,67.4799,143.363,219.253,66.8717,0.7097,455.481,227.415,4,2,1,0,7.2281,4.1258,21.0209,13.5604,36.4204
871,37,15,46,4,19,899.992,11.7278,166.448,79.111,154.085,229.065,72.8122,5.0393,268.901,267.386,3,3,2,0,11.1775,5.6707,32.4947,21.8361,36.1642
872,7,6,65,8,13,918.463,11.8844,154.221,56.9313,131.786,206.645,53.6773,1.4029,454.202,67.771,4,3,3,0,10.3156,5.4222,29.8936,20.0985,36.0044
873,7,5,59,8,13,718.479,9.3908,164.286,69.7629,146.54,223.323,66.9569,4.6759,393.803,29.433,4,2,1,0,7.16,3.61,21.51,14.2,36
874,4,3,59,4,11,833.828,12.0324,162.577,71.474,145.763,220.058,64.5573,4.8173,448.294,319.083,4,2,1,0,7.12,3.58,21.43,14.13,36
875,5,6,71,0,15,830.639,10.9667,157.392,65.0611,139.79,214.526,61.8042,4.1433,443.544,236.633,4,2,1,0,7.12,3.58,21.43,14.13,36
876,3,1,75,0,13,838.558,12.466,163.027,73.7213,147.289,220.866,65.6915,3.5986,431.28,117.638,4,2,1,0,7.12,3.58,21.43,14.13,36
877,2,4,62,8,10,822.408,12.1045,163.313,72.1715,146.371,220.579,64.8954,2.8193,449.377,281.723,4,2,1,0,7.5,4.37,20.89,13.89,36
878,12,3,69,2,11,806.319,15.2565,173.325,72.3777,148.004,223.64,63.6154,3.2165,388.598,278.952,4,2,1,0,7.5,4.37,20.89,13.89,36
879,13,4,56,8,16,774.57,10.2977,163.311,71.1092,146.832,222.563,67.0343,2.1785,398.73,256.077,4,2,1,0,7.5,4.37,20.89,13.89,36
880,7,4,74,2,5,856.364,11.9154,161.798,70.1551,144.651,219.153,64.035,1.3064,409.101,216.186,4,2,1,0,7.5,4.37,20.89,13.89,36
881,1,1,70,5,18,825.22,10.5142,157.66,63.4942,138.792,214.099,61.1525,6.4327,453.227,209.618,4,2,1,0,7.5,4.37,20.89,13.89,36
882,2,1,74,2,10,833.513,11.457,161.205,67.3858,142.558,217.74,63.1883,2.19,437.29,180.125,4,2,1,0,7.5,4.37,20.89,13.89,36
883,11,4,53,8,25,742.201,11.3469,162.645,72.3806,147.077,221.781,66.8403,3.7479,411.343,54.41,4,2,1,0,7.5,4.37,20.89,13.89,36
884,7,2,62,1,13,826.024,11.8942,162.63,73.2964,147.277,221.27,66.3425,2.2182,421.541,48.7362,4,2,1,0,7.5,4.37,20.89,13.89,36
885,14,5,53,12,20,699.809,11.1567,174.021,71.8622,150.228,228.602,67.1634,3.3007,405.729,307.771,4,2,1,0,7.2,4.11,20.94,13.5,36
886,1,4,38,12,33,752.71,10.0794,161.357,70.4739,146.139,221.811,67.0073,2.5086,413.15,303.301,4,2,1,0,7.2,4.11,20.94,13.5,36
887,2,2,70,4,20,738.69,10.4155,161.131,70.6275,146.081,221.545,66.75,2.8427,428.803,297.577,4,2,1,0,7.2,4.11,20.94,13.5,36
888,1,1,74,0,11,704.876,11.2384,174.593,72.146,150.564,228.989,67.2486,1.7504,407.534,297.396,4,2,1,0,7.2,4.11,20.94,13.5,36
889,2,1,68,4,12,734.503,11.042,173.234,70.7135,149.227,227.749,66.4632,1.7359,422.375,297.152,4,2,1,0,7.2,4.11,20.94,13.5,36
890,1,2,71,8,12,764.025,10.2358,164.051,70.7888,146.819,222.856,66.8627,1.5165,412.864,286.044,4,2,1,0,7.2,4.11,20.94,13.5,36
891,1,4,68,9,19,800.525,11.4391,163.989,70.8696,146.27,221.678,65.3941,1.3541,442.519,233.866,4,2,1,0,7.2,4.11,20.94,13.5,36
892,2,4,65,12,13,748.396,10.1676,160.313,70.5284,145.889,221.258,66.9438,2.0863,421.335,217.051,4,2,1,0,7.2,4.11,20.94,13.5,36
893,12,4,51,10,21,714.968,10.9059,172.929,69.6325,148.387,227.148,65.2946,2.7519,425.972,214.029,4,2,1,0,7.2,4.11,20.94,13.5,36
894,4,3,68,7,12,722.032,10.7644,162.108,70.2584,146.065,221.882,66.3524,2.2852,424.177,210.442,4,2,1,0,7.2,4.11,20.94,13.5,36
895,8,3,58,9,24,714.672,10.7973,173.078,70.4473,149.072,227.707,66.1876,1.099,410.593,139.277,4,2,1,0,7.2,4.11,20.94,13.5,36
896,13,5,57,8,22,737.623,9.4153,155.468,68.3403,143.329,218.325,66.2654,2.702,428.406,138.872,4,2,1,0,7.2,4.11,20.94,13.5,36
897,13,2,61,0,27,709.232,10.0583,166.233,70.3442,147.191,224.047,66.6939,1.0521,415.384,133.422,4,2,1,0,7.2,4.11,20.94,13.5,36
898,3,1,71,1,25,768.165,9.7555,158.325,69.794,145.03,220.274,66.9444,3.2236,438.952,124.776,4,2,1,0,7.2,4.11,20.94,13.5,36
899,1,2,72,0,10,754.895,8.8335,158.658,67.8663,144.185,220.511,66.9202,4.2895,431.315,102.215,4,2,1,0,7.2,4.11,20.94,13.5,36
900,8,5,58,9,15,743.749,11.1081,160.92,70.6986,145.608,220.527,65.7155,2.8658,433.48,100.558,4,2,1,0,7.2,4.11,20.94,13.5,36
901,12,2,61,2,13,739.729,11.4602,176.902,70.6717,150.1,229.535,65.3157,0.9797,411.151,95.2708,4,2,1,0,7.2,4.11,20.94,13.5,36
902,2,6,66,10,24,770.34,11.0452,170.167,71.8612,149.361,226.867,67.0749,1.7715,406.974,92.6578,4,2,1,0,7.2,4.11,20.94,13.5,36
903,8,2,59,9,14,750.4,10.237,157.728,70.3436,145.136,219.938,66.7651,3.574,426.152,56.5689,4,2,1,0,7.2,4.11,20.94,13.5,36
904,2,3,70,6,13,713.771,11.1901,164.687,70.4906,146.702,222.919,66.1391,3.1528,420.902,55.2145,4,2,1,0,7.2,4.11,20.94,13.5,36
905,0,2,73,7,17,733.652,11.3499,175.035,71.8592,150.47,229.087,66.6942,3.1216,397.74,42.5316,4,2,1,0,7.2,4.11,20.94,13.5,36
906,1,2,79,2,11,811.296,10.5638,177.336,72.6371,151.825,231.021,68.301,3.5581,392.099,30.7276,4,2,1,0,7.2,4.11,20.94,13.5,36
907,0,1,76,2,11,755.555,8.9563,162.119,68.7381,145.768,222.804,67.2265,3.6656,411.451,95.2979,5,2,1,0,7.2,4.11,20.94,13.5,36
908,14,5,70,1,13,853.947,8.1562,162.067,67.5068,144.623,221.746,66.5724,2.9936,368.957,347.684,4,2,1,0,7.35,4.28,20.15,13.46,36
909,4,5,66,4,21,743.51,9.2545,163.365,69.5134,146.109,222.711,66.8422,2.9667,393.091,341.99,4,2,1,0,7.35,4.28,20.15,13.46,36
910,6,5,60,2,15,1026.41,7.768,158.613,68.2962,143.994,219.699,67.2441,4.4779,357.542,341.787,4,2,1,0,7.35,4.28,20.15,13.46,36
911,8,4,56,6,15,808.022,9.313,167.433,72.0006,149.317,226.64,69.182,4.3618,356.427,331.273,4,2,1,0,7.35,4.28,20.15,13.46,36
912,2,5,69,9,15,823.786,9.5525,165.777,71.3397,148.408,225.485,68.4923,2.112,420.603,320.394,4,2,1,0,7.35,4.28,20.15,13.46,36
913,2,7,68,11,19,919.165,8.173,163.582,69.2906,146.416,223.549,68.0538,3.213,383.347,315.387,4,2,1,0,7.35,4.28,20.15,13.46,36
914,10,4,73,2,4,812.085,9.201,162.94,69.9791,146.953,223.936,67.6452,2.6166,424.392,314.344,4,2,1,0,7.35,4.28,20.15,13.46,36
915,10,5,54,7,13,967.917,9.6477,159.368,69.9444,145.127,220.319,67.2921,3.438,366.769,301.514,4,2,1,0,7.35,4.28,20.15,13.46,36
916,22,4,64,2,16,816.71,9.0841,159.283,69.9143,146.012,222.118,67.6381,2.6762,449.118,295.229,4,2,1,0,7.35,4.28,20.15,13.46,36
917,5,2,74,2,26,738.121,9.5946,163.306,70.1774,146.599,223.028,67.3172,4.2238,402.552,294.614,4,2,1,0,7.35,4.28,20.15,13.46,36
918,8,5,62,6,13,765.405,8.9278,160.67,69.2041,145.577,221.958,67.4375,3.0358,418.376,286.213,4,2,1,0,7.35,4.28,20.15,13.46,36
919,1,6,67,15,19,755.035,8.5639,158.372,68.3981,144.676,220.96,67.2319,1.2309,433.166,281.183,4,2,1,0,7.35,4.28,20.15,13.46,36
920,11,5,53,10,11,1058.28,10.8995,156.894,71.8449,145.63,219.423,67.8621,2.1966,362.87,266.556,4,2,1,0,7.35,4.28,20.15,13.46,36
921,2,3,66,8,16,1030.46,7.1969,158.805,66.5132,143.33,220.152,67.0521,2.0786,342.216,259.702,4,2,1,0,7.35,4.28,20.15,13.46,36
922,11,4,67,0,16,819.554,9.5571,168.194,71.8224,149.328,226.841,68.7345,3.117,396.231,257.234,4,2,1,0,7.35,4.28,20.15,13.46,36
923,13,7,73,14,26,807.863,9.4731,167.419,72.4459,149.625,226.81,69.3624,1.795,348.913,254.64,4,2,1,0,7.35,4.28,20.15,13.46,36
924,16,11,59,15,27,917.093,11.2561,159.624,73.9535,147.239,220.532,68.4885,2.9967,395.637,253.527,4,2,1,0,7.35,4.28,20.15,13.46,36
925,7,3,68,1,13,786.52,9.0489,161.602,69.2962,145.862,222.437,67.4386,2.0126,406.597,252.727,4,2,1,0,7.35,4.28,20.15,13.46,36
926,3,1,74,2,10,842.609,9.4406,163.705,71.3492,148.012,224.683,68.4183,2.0162,431.106,227.847,4,2,1,0,7.35,4.28,20.15,13.46,36
927,10,5,55,5,19,948.105,7.7189,163.457,68.0016,145.465,222.938,67.0485,4.6345,325.461,224.857,4,2,1,0,7.35,4.28,20.15,13.46,36
928,1,4,67,9,22,891.109,7.9844,161.858,67.3827,144.557,221.738,66.7756,2.6199,361.041,207.745,4,2,1,0,7.35,4.28,20.15,13.46,36
929,25,5,59,0,14,1077.55,10.4204,156.443,73.0512,146.148,219.255,68.5298,2.6981,366.413,202.494,4,2,1,0,7.35,4.28,20.15,13.46,36
930,6,2,72,0,7,782.815,9.5024,161.511,69.8999,145.663,221.434,66.8489,2.9206,392.374,198.24,4,2,1,0,7.35,4.28,20.15,13.46,36
931,34,5,51,1,11,949.891,7.7562,163.196,68.1687,145.462,222.765,67.0697,5.7959,323.923,195.096,4,2,1,0,7.35,4.28,20.15,13.46,36
932,6,5,61,9,25,1115.92,7.9759,157.496,69.3634,143.881,218.405,67.133,4.0099,351.17,190.445,4,2,1,0,7.35,4.28,20.15,13.46,36
933,15,10,54,6,14,842.39,9.8099,168.75,73.0595,150.315,227.581,69.5629,2.4296,376.121,184.15,4,2,1,0,7.35,4.28,20.15,13.46,36
934,6,6,66,0,16,802.358,12.2,164.735,73.0304,147.299,221.574,65.679,4.4853,451.68,180.13,4,2,1,0,7.35,4.28,20.15,13.46,36
935,2,1,71,1,15,799.673,8.6253,167.717,68.8665,147.427,225.997,67.6135,2.5171,390.915,171.853,4,2,1,0,7.35,4.28,20.15,13.46,36
936,41,5,31,1,15,829.69,8.0241,165.14,67.8626,146.016,224.175,67.381,4.061,358.432,163.831,4,2,1,0,7.35,4.28,20.15,13.46,36
937,7,2,62,6,12,731.18,9.8444,163.203,70.3502,146.406,222.469,66.8152,2.9511,414.921,142.41,4,2,1,0,7.35,4.28,20.15,13.46,36
938,10,4,58,2,12,896.619,10.0915,169.724,73.1831,150.563,227.95,69.4161,1.9694,373.043,139.737,4,2,1,0,7.35,4.28,20.15,13.46,36
939,13,5,61,3,13,820.217,9.6812,167.092,71.7592,148.976,226.204,68.7031,4.005,405.924,136.499,4,2,1,0,7.35,4.28,20.15,13.46,36
940,1,6,63,18,14,823.783,9.7002,166.957,71.746,148.938,226.141,68.6791,2.8358,396.721,132.276,4,2,1,0,7.35,4.28,20.15,13.46,36
941,3,2,67,4,13,852.573,9.932,169.268,73.0384,150.382,227.736,69.4393,1.9048,368.191,129.377,4,2,1,0,7.35,4.28,20.15,13.46,36
942,35,6,58,2,16,925.475,7.6696,162.807,67.8101,145.185,222.567,67.1329,0.7724,323.381,119.562,4,2,1,0,7.35,4.28,20.15,13.46,36
943,3,3,64,5,28,765.411,8.6819,165.424,68.8506,146.571,224.302,67.1295,3.3911,376.66,119.044,4,2,1,0,7.35,4.28,20.15,13.46,36
944,25,7,52,0,19,821.424,9.808,167.991,72.224,149.51,226.806,68.9388,0.6947,393.261,116.06,4,2,1,0,7.35,4.28,20.15,13.46,36
945,3,2,73,1,11,751.276,8.7601,165.429,68.8634,146.574,224.293,67.1087,2.168,391,104.268,4,2,1,0,7.35,4.28,20.15,13.46,36
946,3,3,73,0,15,808.398,8.1503,165.008,67.6965,145.879,224.068,67.2482,3.7349,373.302,104.222,4,2,1,0,7.35,4.28,20.15,13.46,36
947,3,3,69,3,13,736.668,9.5316,162.332,70.0272,146.058,222.094,66.8993,2.9817,412.281,102.871,4,2,1,0,7.35,4.28,20.15,13.46,36
948,6,2,64,1,9,796.892,8.3655,165.123,67.9456,146.03,224.121,67.2036,4.0487,383.201,97.8712,4,2,1,0,7.35,4.28,20.15,13.46,36
949,17,5,58,3,16,922.214,10.7387,159.754,72.5144,146.368,220.23,67.8092,1.8554,385.923,95.4052,4,2,1,0,7.35,4.28,20.15,13.46,36
950,2,4,66,7,18,763.832,8.8082,163.302,69.5187,146.674,223.835,67.8676,0.7743,418.127,95.0665,4,2,1,0,7.35,4.28,20.15,13.46,36
951,6,3,68,3,13,782.15,9.0708,161.118,69.4212,145.776,222.141,67.4849,2.6981,388.395,82.6789,4,2,1,0,7.35,4.28,20.15,13.46,36
952,1,2,73,1,11,768.086,9.0733,156.532,69.0165,144.135,219.263,67.0601,2.6255,419.184,81.2342,4,2,1,0,7.35,4.28,20.15,13.46,36
953,1,3,73,5,11,759.916,8.5813,158.397,67.8686,144.22,220.577,67.0084,1.7761,442.276,64.4958,4,2,1,0,7.35,4.28,20.15,13.46,36
954,3,4,73,2,13,1106.98,8.8819,157.873,72.8322,145.43,218.035,67.9453,4.0454,348.342,63.889,4,2,1,0,7.35,4.28,20.15,13.46,36
955,2,4,68,6,18,748.409,9.7277,161.574,70.2448,145.897,221.556,66.852,4.4416,402.518,58.4616,4,2,1,0,7.35,4.28,20.15,13.46,36
956,14,3,55,0,22,780.857,9.0409,161.126,69.347,145.745,222.152,67.4528,3.4577,397.711,39.0349,4,2,1,0,7.35,4.28,20.15,13.46,36
957,10,6,57,10,25,1063.06,12.3964,156.147,74.5948,146.836,219.084,68.5307,2.2016,384.677,33.391,4,2,1,0,7.35,4.28,20.15,13.46,36
958,22,5,46,8,13,1069.95,11.2174,155.942,74.1099,146.581,219.062,68.778,3.8474,361.798,23.8495,4,2,1,0,7.35,4.28,20.15,13.46,36
959,1,5,68,4,29,889.725,8.6409,161.592,71.1442,146.76,222.382,68.6027,2.6997,356.694,322.426,5,2,1,0,7.35,4.28,20.15,13.46,36
960,6,3,73,2,14,811.557,8.6009,165.727,70.3979,147.704,225.018,68.4854,3.5886,366.054,304.597,5,2,1,0,7.35,4.28,20.15,13.46,36
961,26,6,57,4,17,829.047,11.8411,163.322,74.7518,148.578,222.41,68.5476,2.3738,408.679,270.252,5,2,1,0,7.35,4.28,20.15,13.46,36
962,5,4,56,11,20,749.546,11.4073,163.161,72.4983,147.224,221.958,66.89,2.3794,405.14,210.493,5,2,1,0,7.35,4.28,20.15,13.46,36
963,11,4,54,4,13,976.525,10.1879,162.896,74.7763,148.728,222.686,68.6426,4.5232,321.666,178.699,5,2,1,0,7.35,4.28,20.15,13.46,36
964,14,5,56,9,14,794.256,11.436,164.5,72.327,147.255,222.189,66.3893,1.8954,422.535,137.759,5,2,1,0,7.35,4.28,20.15,13.46,36
965,4,0,69,1,22,813.911,10.9926,162.881,71.9473,146.846,221.753,67.1285,1.7893,418.098,80.2749,5,2,1,0,7.35,4.28,20.15,13.46,36
966,4,1,76,1,17,890.264,8.4654,162.178,70.0562,146.222,222.397,68.0654,3.8668,364.068,36.0596,5,2,1,0,7.35,4.28,20.15,13.46,36
