Point,Trees,Shrubs,Peren_FG,bare_groun,Annual_FG,ppt,vpdmin,vpdmax,tmin,tmean,tmax,tdmean,slope,dem,aspect,Runoff,Frosting_R,Flooding_F,BD_depth,AWS_50cm,AWS_25cm,AWS_150cm,AWS_100cm,Min_WTD
434,15,6,55,14,22,887.0470,12.4120,161.2530,73.7350,146.9450,220.1620,66.0980,2.6055,411.4760,83.8703,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
435,1,12,32,36,10,892.4140,13.5130,172.0930,71.5350,147.5460,223.5690,64.4670,2.0467,366.1970,82.9591,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
436,9,8,54,11,21,823.7790,10.9280,161.7490,72.4650,147.0260,221.5970,67.5310,0.9256,427.4120,71.8644,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
437,17,3,68,3,16,821.1040,10.9390,162.7050,71.8360,146.7450,221.6630,67.0960,1.1993,408.9020,65.0737,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
438,16,7,55,9,26,785.8450,11.4920,163.1760,73.4820,147.7900,222.1050,67.7930,3.6205,400.4050,50.5277,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
439,1,5,67,8,16,730.8220,11.1930,162.1940,72.0280,146.8070,221.5940,66.6970,0.8026,427.6470,49.8707,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
440,9,6,58,10,19,789.1310,11.0730,163.7140,71.9120,146.9800,222.0550,67.0010,3.0916,418.0320,41.9485,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
441,9,5,60,9,23,1058.2400,7.9280,157.4490,68.5250,143.9370,219.3550,67.5030,4.6095,369.4890,37.4977,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
442,0,2,74,10,17,848.4970,12.3470,160.9450,75.0170,147.7440,220.4820,66.3990,3.0968,423.5110,9.4573,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
443,25,9,58,5,20,965.7330,11.2840,165.2870,71.7490,147.1930,222.6450,66.2670,1.9747,367.0160,7.8607,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
444,8,4,65,1,11,811.8640,9.9160,169.5160,73.9180,151.1070,228.3030,69.9660,1.3155,327.8140,7.1890,4,2,1,0.0000,8.7100,4.6400,25.6400,17.0300,61.0000
445,11,10,49,13,26,1002.3200,7.7130,153.8070,69.1100,141.6020,214.0990,69.3050,0.0536,307.7410,170.5140,3,3,3,0.0000,10.3900,5.3300,22.8500,16.9500,61.0000
446,6,10,53,16,24,1001.5700,10.5520,155.3670,63.5770,136.9410,210.3130,62.2130,0.1623,310.3530,45.2383,3,3,3,0.0000,10.3900,5.3300,22.8500,16.9500,61.0000
447,3,2,71,8,6,789.3920,11.5860,145.2340,48.7300,124.1120,199.5040,47.5580,0.1151,479.9360,94.8635,3,3,3,0.0000,8.4300,4.2500,23.9700,16.4300,61.0000
448,2,7,67,14,24,1060.3600,11.7680,167.4990,77.8180,152.3910,226.9690,70.5040,0.2187,275.6580,195.7020,5,2,3,0.0000,6.4900,3.2500,22.7800,16.4300,61.0000
449,2,3,70,7,16,874.1000,8.3920,165.4080,68.4760,146.4870,224.5030,67.4460,1.6693,397.0370,344.7910,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
450,1,5,63,10,18,753.7660,9.0060,163.5460,69.2330,146.2770,223.3290,67.3650,0.3239,394.3380,319.3840,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
451,1,5,67,11,14,1018.4800,8.3710,160.2500,66.9140,143.7020,220.5000,66.3780,3.2825,350.1130,313.1650,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
452,7,7,55,7,32,928.2960,8.2900,162.6610,69.0410,145.9470,222.8580,67.7040,2.3083,387.7130,303.9810,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
453,13,7,57,11,23,850.3800,12.1120,161.1800,75.4930,148.6010,221.7130,69.0120,2.1295,415.8510,285.1390,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
454,1,6,64,10,26,753.7660,9.0060,163.5460,69.2330,146.2770,223.3290,67.3650,2.0641,389.6530,236.9930,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
455,7,6,56,10,20,959.9530,9.9430,160.6910,70.8400,145.9270,221.0240,67.5470,3.4911,371.7700,226.3660,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
456,2,3,75,0,15,874.1000,8.3920,165.4080,68.4760,146.4870,224.5030,67.4460,3.6468,366.8000,221.6770,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
457,4,7,67,10,21,1039.4900,8.9890,157.7170,72.3750,145.4910,218.6130,67.2890,3.8560,342.5520,221.2630,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
458,4,1,73,0,15,1000.7400,9.9100,155.4270,76.4770,146.8390,217.2090,68.1960,2.5427,340.4290,209.6680,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
459,0,6,68,13,27,806.6370,10.3040,160.9890,71.8610,146.7390,221.6260,67.6570,3.1642,421.6520,200.9530,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
460,4,1,63,4,31,1005.4900,6.7830,159.3790,64.8930,142.7310,220.5770,66.7450,1.8802,355.3550,194.6350,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
461,0,3,69,6,12,819.6210,8.4330,168.8840,68.7000,147.5400,226.3900,67.5940,2.4112,382.6890,180.5460,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
462,17,4,51,6,11,816.0130,7.9270,164.7850,67.4040,145.6560,223.9150,67.2550,2.6872,383.2290,177.7190,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
463,10,4,73,0,13,960.6690,9.9970,159.0550,70.6660,145.4440,220.2330,67.4960,2.0306,396.7940,163.7980,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
464,1,7,71,16,25,914.4810,9.6880,159.4540,70.8140,145.5950,220.3860,67.6650,1.1432,405.1030,156.4120,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
465,5,3,57,9,13,837.3740,8.6520,168.9770,68.9810,147.8910,226.8050,67.8930,1.6587,345.9770,148.6390,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
466,4,6,69,14,23,746.2630,9.0610,164.7220,69.1920,146.3820,223.5830,66.8580,2.2538,354.1100,144.6000,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
467,1,3,68,9,27,919.1110,9.4060,162.1580,72.0390,147.1090,222.1890,68.0230,3.0375,325.7840,112.6460,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
468,14,5,56,10,10,1007.3300,10.4160,157.5540,76.6250,147.7840,218.9490,68.2400,2.1905,349.6540,101.6360,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
469,2,4,68,7,29,810.6470,8.4460,163.3510,68.1940,145.4360,222.6850,66.8630,0.6909,383.3460,100.4270,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
470,0,5,68,15,18,825.9680,8.1540,165.3000,68.5000,146.3780,224.2680,67.4600,2.6337,365.1960,98.6080,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
471,3,6,64,10,25,1053.5100,10.0770,153.6020,77.3960,146.6590,215.9300,68.3660,1.5148,367.9530,87.2257,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
472,4,1,72,0,15,880.9870,8.6090,161.3870,70.8170,146.4660,222.1210,68.3420,3.9084,351.1190,59.7253,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
473,3,4,59,5,13,960.6690,9.9970,159.0550,70.6660,145.4440,220.2330,67.4960,3.2838,384.1700,59.6295,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
474,6,3,76,1,14,979.8340,10.2050,159.1340,71.3250,145.5160,219.7130,67.3670,0.9398,364.6810,55.5614,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
475,3,4,69,6,21,837.3740,8.6520,168.9770,68.9810,147.8910,226.8050,67.8930,2.9117,333.9430,40.2819,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
476,12,3,57,8,25,855.6700,8.1560,164.7690,68.8520,146.3930,223.9390,67.7830,2.3221,363.9890,22.8480,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
477,8,4,73,1,14,845.4560,8.4620,162.5710,69.6340,146.0580,222.4910,67.7330,2.0066,357.3280,19.0373,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
478,2,2,60,3,11,796.8790,8.2470,165.4120,68.7110,146.4810,224.2600,67.4920,1.8760,349.1660,16.5424,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
479,13,9,51,6,17,1018.4800,8.3710,160.2500,66.9140,143.7020,220.5000,66.3780,2.5069,365.9790,8.8718,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
480,6,4,75,1,10,746.2630,9.0610,164.7220,69.1920,146.3820,223.5830,66.8580,2.4083,381.9060,4.1445,4,2,1,0.0000,7.8600,3.7500,24.8800,16.1800,61.0000
481,16,7,42,13,25,688.8950,12.0920,164.7410,63.0070,139.5350,216.0740,55.8570,0.1077,541.5570,89.1455,-1,3,1,0.0000,9.5400,5.7500,24.9300,16.1100,61.0000
482,27,9,52,10,20,794.2830,9.8980,157.3610,45.5630,125.3930,205.2310,48.2840,1.6159,522.8970,1.4688,2,3,3,0.0000,8.2000,4.2000,23.4100,15.9000,61.0000
483,0,3,69,11,20,770.0460,13.6530,173.8040,69.7170,147.1030,224.4980,59.4690,0.3547,491.9340,316.9110,1,3,1,0.0000,9.4000,5.6800,24.7400,15.8700,61.0000
484,20,11,53,12,23,796.1290,12.6080,165.0630,68.2030,143.9510,219.7080,60.3260,0.0723,485.9530,304.1460,1,3,1,0.0000,9.4000,5.6800,24.7400,15.8700,61.0000
485,17,11,55,13,19,772.4160,13.1400,166.9790,69.3470,145.0390,220.7390,60.1690,0.0432,490.8690,22.2315,1,3,1,0.0000,9.4000,5.6800,24.7400,15.8700,61.0000
486,8,8,59,10,27,1052.7800,10.1020,159.3070,75.3430,147.4990,219.6630,67.7560,3.0386,322.8080,311.1200,1,2,1,0.0000,8.1700,4.3500,24.0100,15.8100,61.0000
487,3,5,76,4,14,1099.4400,8.7710,157.7400,71.6340,145.0930,218.5600,67.3480,4.2925,334.5850,266.6390,1,2,1,0.0000,8.1700,4.3500,24.0100,15.8100,61.0000
488,8,4,58,9,24,948.1630,9.6930,162.1300,73.1430,147.5740,222.0150,67.8830,0.9857,313.7850,221.5650,1,2,1,0.0000,8.1700,4.3500,24.0100,15.8100,61.0000
489,6,3,59,6,12,1051.1000,17.4820,156.3680,81.7480,150.5640,219.3910,69.8020,4.1464,372.2650,206.7340,1,2,1,0.0000,8.1700,4.3500,24.0100,15.8100,61.0000
490,4,4,59,15,25,1124.0800,7.8160,158.0590,68.1510,143.5940,219.0460,67.0070,3.5336,334.4760,201.7550,1,2,1,0.0000,8.1700,4.3500,24.0100,15.8100,61.0000
491,17,7,60,1,18,1075.8300,14.7450,152.3410,76.1010,143.9990,211.9040,64.1010,0.2851,353.7120,140.9650,2,2,4,0.0000,10.2900,5.2100,17.3200,15.1600,61.0000
492,9,3,64,5,23,1075.8300,14.7450,152.3410,76.1010,143.9990,211.9040,64.1010,0.2389,354.0030,134.2200,2,2,4,0.0000,10.2900,5.2100,17.3200,15.1600,61.0000
493,3,5,73,18,25,1038.0900,11.2790,154.1600,60.1200,134.3490,208.5850,57.1570,0.0641,395.4800,50.6059,2,2,4,0.0000,10.2900,5.2100,17.3200,15.1600,61.0000
494,0,4,65,24,7,651.3540,12.3550,168.6220,60.8360,139.0190,217.2100,53.9620,0.0940,538.3440,44.0169,3,3,4,0.0000,10.5000,5.5000,17.0600,15.0600,61.0000
495,9,7,50,19,20,661.2780,11.1920,166.2000,62.0080,139.7960,217.5930,57.3760,0.0838,515.3390,8.6118,3,3,4,0.0000,10.5000,5.5000,17.0600,15.0600,61.0000
496,12,6,54,9,26,816.5050,10.1270,162.0810,71.1840,146.5320,221.8910,67.1950,3.0854,421.2750,325.9210,6,3,1,0.0000,9.0000,5.5000,21.2800,15.0000,61.0000
497,27,10,51,3,12,825.4970,11.4520,166.3770,72.3090,147.6280,222.9530,66.2690,1.6065,402.4150,187.8830,6,3,1,0.0000,9.0000,5.5000,21.2800,15.0000,61.0000
498,20,13,65,3,18,776.0260,10.6990,161.7840,72.0650,146.9110,221.7680,67.2630,4.4081,415.2850,144.0190,6,3,1,0.0000,9.0000,5.5000,21.2800,15.0000,61.0000
499,23,6,56,8,19,898.9870,12.5380,165.0510,74.8820,148.8340,222.7930,67.8540,2.2467,403.6550,8.0761,6,3,1,0.0000,9.0000,5.5000,21.2800,15.0000,61.0000
500,2,4,66,7,12,830.5640,10.4920,160.8020,72.3600,146.9020,221.4540,67.8940,3.2147,418.6860,304.3650,6,3,1,0.0000,7.4000,4.1500,23.7500,14.8500,61.0000
501,18,6,54,10,14,819.2880,11.4960,162.1090,73.9410,147.9610,221.9910,68.3110,2.8178,425.8690,204.0010,6,3,1,0.0000,7.4000,4.1500,23.7500,14.8500,61.0000
502,44,11,46,3,13,785.8450,11.4920,163.1760,73.4820,147.7900,222.1050,67.7930,2.1444,419.5080,141.8750,6,3,1,0.0000,7.4000,4.1500,23.7500,14.8500,61.0000
503,15,6,52,8,18,856.6590,10.8310,164.1360,76.3360,151.6100,226.8860,71.5930,2.5254,338.8280,69.8398,6,3,1,0.0000,7.4000,4.1500,23.7500,14.8500,61.0000
504,8,8,58,24,8,649.3630,11.4310,166.3410,62.0130,139.9140,217.8280,57.4140,0.0377,510.7880,314.1110,1,2,4,0.0000,9.9800,5.0000,16.8300,14.8300,61.0000
505,8,4,59,10,12,754.2270,9.6610,167.1400,47.2660,128.5590,209.8570,49.3110,2.3015,505.6810,328.5680,-1,2,3,0.0000,6.3600,2.7800,22.1400,14.7200,61.0000
506,8,4,62,12,12,707.9030,8.9490,165.0100,36.6390,122.8430,209.0570,42.7090,0.3196,569.5420,25.6533,-1,2,3,0.0000,6.3600,2.7800,22.1400,14.7200,61.0000
507,4,1,68,2,22,816.0130,7.9270,164.7850,67.4040,145.6560,223.9150,67.2550,2.3890,370.4370,307.8740,6,3,1,0.0000,9.1900,5.0000,20.3500,14.6900,61.0000
508,6,9,65,8,21,797.7780,8.4330,168.4210,68.9010,147.6560,226.4200,67.7510,4.9735,359.0230,55.6498,6,3,1,0.0000,9.1900,5.0000,20.3500,14.6900,61.0000
509,2,6,66,16,33,724.3820,11.1560,173.8290,70.5560,149.2810,228.0130,66.0510,2.4118,412.0780,339.6020,4,2,1,0.0000,7.8800,4.1400,21.0800,14.6500,61.0000
510,4,4,59,12,29,714.4810,10.6680,172.6330,70.2060,148.8150,227.4340,66.1470,2.7995,410.5440,172.2370,4,2,1,0.0000,7.8800,4.1400,21.0800,14.6500,61.0000
511,2,4,67,11,22,726.3520,11.2920,167.0220,70.2020,146.8520,223.5120,66.0510,4.6194,414.5090,105.0120,4,2,1,0.0000,7.8800,4.1400,21.0800,14.6500,61.0000
512,2,5,68,5,18,764.3050,10.5560,163.7260,71.0920,146.8020,222.5180,66.8120,2.8026,418.1520,103.3470,4,2,1,0.0000,7.8800,4.1400,21.0800,14.6500,61.0000
513,0,1,73,3,14,814.0010,10.2370,174.0050,72.1120,150.7880,229.4690,68.2830,1.4441,382.9980,55.9090,4,2,1,0.0000,7.8800,4.1400,21.0800,14.6500,61.0000
514,1,4,70,16,13,761.4660,12.8970,186.4810,66.7760,149.6280,232.4850,57.6340,0.6574,486.7560,91.6625,2,3,3,0.0000,8.6900,5.2500,19.6900,14.1900,61.0000
515,2,3,67,13,21,814.0010,10.2370,174.0050,72.1120,150.7880,229.4690,68.2830,2.7533,404.1860,341.7540,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
516,1,2,74,5,15,738.3550,11.3460,171.4260,70.6380,148.5360,226.4430,66.2410,1.1861,422.9150,324.4030,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
517,4,3,71,4,11,705.6860,10.9470,162.5780,70.2950,146.0990,221.9090,66.0990,2.2176,432.3370,322.1560,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
518,0,3,68,9,10,707.4640,11.3630,173.4080,71.4170,149.7080,228.0040,67.4760,0.6362,411.9140,311.5640,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
519,1,3,68,7,21,741.2390,10.4420,158.3540,70.5060,145.3770,220.2580,66.7220,2.6010,426.5920,302.1150,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
520,2,3,68,8,19,780.6870,11.4260,165.5850,70.5090,146.4940,222.4900,65.3060,0.8671,439.3700,297.6930,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
521,3,2,62,11,18,722.4590,10.4640,160.6090,69.9070,145.5850,221.2730,66.3710,2.5105,432.5480,279.6000,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
522,10,6,52,9,14,714.4150,10.8980,169.7380,70.6160,148.3370,226.0670,67.1890,3.4452,410.3730,252.5290,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
523,4,3,52,9,13,707.4640,11.3630,173.4080,71.4170,149.7080,228.0040,67.4760,2.7870,403.2770,249.9280,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
524,7,4,59,7,21,1133.4700,9.2930,156.6640,70.7820,144.2000,217.6280,67.2230,4.0155,333.4760,248.1920,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
525,10,5,54,7,22,726.6330,9.5770,155.7330,68.4250,143.4170,218.4120,66.3140,1.7254,439.1420,243.3760,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
526,5,3,59,8,12,729.4530,10.7610,161.5790,70.3700,145.9680,221.5760,66.3300,2.0703,435.2330,223.5970,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
527,13,6,57,6,18,1111.8600,20.1430,154.0670,86.2320,152.1000,217.9760,71.1210,1.5609,393.2880,206.2620,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
528,1,3,73,9,8,716.8390,10.8230,163.8080,70.1830,146.5040,222.8370,66.5250,3.2049,414.9090,195.5790,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
529,22,5,62,3,10,708.0520,11.3420,176.5580,71.5050,150.5430,229.5890,67.3750,1.7325,380.7790,193.7090,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
530,5,3,67,7,15,758.4160,11.3720,162.3550,70.9850,146.0320,221.0880,65.5920,2.2891,445.1050,189.8050,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
531,7,3,57,7,12,729.4530,10.7610,161.5790,70.3700,145.9680,221.5760,66.3300,1.7752,430.4760,179.3970,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
532,18,3,55,10,13,741.4760,9.2500,165.1080,69.1360,146.6900,224.2500,67.3210,1.4249,403.5680,167.4180,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
533,9,5,64,5,6,712.4530,11.2140,165.2550,70.4470,146.8060,223.1700,66.1040,3.1077,416.8380,166.0940,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
534,18,8,53,8,23,1156.8400,13.9150,154.4810,78.2530,147.9640,217.6820,69.5150,2.6038,385.5260,158.2150,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
535,4,3,66,5,26,1084.0700,13.5450,153.9460,78.8800,147.9320,216.9920,70.1090,1.0306,401.8950,154.8320,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
536,2,4,71,6,19,731.4330,10.9110,161.7300,70.7450,146.1750,221.6100,66.3460,0.6056,423.0990,153.2720,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
537,1,1,80,1,12,703.4080,10.9240,162.6640,69.9890,145.8410,221.7010,65.9050,2.2041,425.0920,147.1550,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
538,0,3,71,8,13,764.3050,10.5560,163.7260,71.0920,146.8020,222.5180,66.8120,4.1458,409.2770,142.6920,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
539,15,7,39,18,27,721.7080,11.0350,160.9450,70.7830,146.0180,221.2640,66.3740,2.2500,430.4590,140.8170,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
540,1,4,72,5,18,1074.6900,10.7120,153.7660,75.2570,146.0940,216.9410,69.8990,2.0445,406.8820,138.8680,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
541,2,8,63,13,25,716.8390,10.8230,163.8080,70.1830,146.5040,222.8370,66.5250,2.1556,424.2370,125.5340,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
542,0,5,68,8,15,705.6860,10.9470,162.5780,70.2950,146.0990,221.9090,66.0990,4.9237,423.3680,125.2490,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
543,1,2,75,5,13,697.7530,11.1970,174.0070,72.1240,150.4140,228.7130,67.2840,1.4879,394.1650,124.4150,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
544,4,4,69,5,18,721.7080,11.0350,160.9450,70.7830,146.0180,221.2640,66.3740,1.1381,433.1500,120.4570,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
545,3,3,70,7,20,779.0750,10.7120,172.0420,72.0530,150.0700,228.1000,67.6680,1.4348,404.6310,120.0090,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
546,2,4,73,4,11,738.9730,10.2460,162.1800,70.6110,146.3470,222.0910,66.8850,1.9956,428.4580,93.8082,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
547,4,4,65,15,17,730.5220,11.3040,162.9820,70.2570,145.7990,221.3500,65.3640,2.5648,437.1680,85.5480,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
548,1,6,73,9,14,737.0670,11.0140,160.0130,70.0030,144.9990,220.0010,65.3030,2.6523,446.3920,30.0649,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
549,2,4,68,9,12,697.2800,11.3930,173.5010,72.0760,150.1280,228.1900,67.3640,2.0160,408.0260,26.5919,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
550,14,8,59,9,16,724.1590,10.6980,160.9050,71.4090,146.3600,221.3200,67.0080,3.8501,423.3380,22.8532,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
551,2,4,67,6,22,755.9230,10.2420,157.8680,70.5260,145.2730,220.0310,66.8660,1.5374,446.3440,11.8294,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
552,5,1,78,2,18,722.9090,11.1000,162.5270,70.6110,146.2850,221.9660,66.2410,2.4954,417.6560,1.4333,5,2,1,0.0000,7.4300,4.1800,22.6600,13.9800,61.0000
553,5,3,62,3,20,838.8650,12.0440,166.0630,68.0690,144.4570,220.8520,60.9790,1.3620,472.7210,129.7760,6,3,1,0.0000,7.5300,4.3500,21.6600,13.9100,61.0000
554,4,2,66,8,6,807.9220,11.0480,159.3150,58.4370,135.2300,212.0280,55.2710,0.1206,485.5380,321.4590,1,3,4,0.0000,10.1600,5.2500,15.8100,13.8100,61.0000
555,2,1,65,5,12,684.5450,11.1010,166.0960,62.4130,140.0730,217.7400,57.5570,0.2940,519.9980,77.0411,1,3,4,0.0000,10.1600,5.2500,15.8100,13.8100,61.0000
556,5,6,53,21,20,707.8530,12.8600,167.3510,63.5450,140.0580,216.5820,54.9270,0.1256,542.9010,19.4221,1,3,4,0.0000,10.1600,5.2500,15.8100,13.8100,61.0000
557,6,4,66,11,15,910.2690,13.2280,156.9260,59.3250,133.8590,208.4030,51.9800,0.1652,439.3960,88.7444,2,3,1,0.0000,5.9500,2.7500,20.9800,13.4800,61.0000
558,0,2,70,5,14,1045.1100,11.2320,156.2680,61.5460,136.3570,211.1780,58.5690,3.4880,466.8470,185.6540,5,3,1,0.0000,7.1200,3.9800,20.7300,13.2800,61.0000
559,11,3,54,8,19,749.9740,12.3320,171.2040,71.3130,148.2820,225.2560,64.7940,4.1704,413.4270,309.8280,6,3,1,0.0000,7.2000,4.2000,20.8200,13.2000,61.0000
560,2,3,70,1,13,838.8650,12.0440,166.0630,68.0690,144.4570,220.8520,60.9790,4.4275,468.3580,209.3440,6,3,1,0.0000,7.2000,4.2000,20.8200,13.2000,61.0000
561,2,0,73,1,24,774.0160,11.9930,171.9090,70.3800,147.9880,225.6050,63.9320,0.6673,427.0940,327.0840,6,3,1,0.0000,7.5000,4.7500,19.3600,13.0000,61.0000
562,1,4,70,5,19,764.2980,11.7240,176.2520,69.6540,149.0410,228.4340,63.8240,2.5922,435.5370,212.9230,6,3,1,0.0000,7.5000,4.7500,19.3600,13.0000,61.0000
563,10,3,56,11,15,931.6750,9.6640,160.7970,69.9710,145.2800,220.6020,66.8680,3.1642,360.1920,122.5730,6,3,1,0.0000,7.5000,4.7500,18.5000,13.0000,61.0000
564,5,2,71,0,15,809.2580,9.1160,169.0280,70.8990,148.9440,226.9990,68.3540,2.5650,364.6820,63.7287,6,3,1,0.0000,6.9000,3.9000,20.5200,12.9000,61.0000
565,5,5,61,8,13,984.2740,11.9370,153.9550,63.7550,136.3690,208.9840,58.7870,0.0007,383.8950,347.5250,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
566,19,5,57,15,16,989.2280,11.7590,154.4070,62.9420,135.7520,208.5650,57.8270,0.0096,375.0440,271.4940,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
567,7,5,57,12,17,973.5220,12.4950,154.8510,66.3660,137.9280,209.4960,59.1000,0.0021,363.7780,223.8540,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
568,4,6,56,19,23,935.1970,11.9800,154.6680,62.9780,136.0830,209.1950,58.1900,0.2304,388.5270,174.4250,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
569,13,7,53,22,28,915.4200,11.8750,155.0040,62.6650,136.0910,209.5260,58.3330,0.4135,396.7330,138.3490,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
570,18,8,52,8,25,1002.9500,12.7100,156.4020,69.0690,140.5420,212.0220,61.7250,0.3872,356.1330,128.1110,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
571,2,10,47,30,24,1074.6500,11.1740,150.8830,61.0030,133.7520,206.5060,58.3540,0.1048,383.2740,97.5389,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
572,12,9,50,19,32,915.4200,11.8750,155.0040,62.6650,136.0910,209.5260,58.3330,0.2622,393.6470,43.0790,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
573,13,3,62,1,15,946.4220,12.3930,153.7150,68.6810,139.5670,210.4570,61.8990,0.3040,359.2330,26.7083,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
574,4,4,70,12,10,989.2280,11.7590,154.4070,62.9420,135.7520,208.5650,57.8270,0.1203,375.5600,20.8886,6,2,4,0.0000,6.5000,3.2500,18.5600,12.5600,61.0000
